optrew,optER,valrew,valER,testrew,testER,epoch,norm val rew,norm val er,norm test rew,norm test ER
-23.5671468973,40.2141462054,-50.2175363302,67.890625,-50.6490865469,67.9736328125,984,-20.2004619262,-5.068731849,-19.3586375713,-4.5951957295
-23.9302413263,40.3696986607,-50.2116599083,67.8466796875,-50.6427699089,67.98828125,991,-20.1977695685,-5.064375605,-19.3558910672,-4.5965302491
-23.4579568322,40.4429408482,-50.2120045185,67.8759765625,-50.6543247461,68.02734375,999,-20.1979274561,-5.0672797677,-19.3609151651,-4.600088968
-23.878304166,40.7972935268,-50.2096962214,67.87109375,-50.6532913446,68.017578125,1004,-20.1968698803,-5.0667957406,-19.3604658373,-4.5991992883
-23.7241602885,40.5454799107,-50.211392951,67.87109375,-50.6409285069,67.9833984375,1012,-20.1976472586,-5.0667957406,-19.3550904168,-4.5960854093
-24.2125750721,40.6926618304,-50.2085025311,67.8662109375,-50.652220273,68.02734375,1016,-20.1963229758,-5.0663117135,-19.3600001303,-4.600088968
-23.7665230338,40.6159319196,-50.2087605476,67.87109375,-50.6526717663,68.0322265625,1023,-20.1964411894,-5.0667957406,-19.3601964417,-4.6005338078
-23.5078843296,40.3592354911,-50.2131187201,67.8271484375,-50.6430669308,67.9736328125,1031,-20.1984379417,-5.0624394966,-19.3560202137,-4.5951957295
-23.582444569,40.7393973214,-50.2104703665,67.8759765625,-50.6438809633,67.9931640625,1039,-20.1972245647,-5.0672797677,-19.3563741589,-4.596975089
-23.1237675548,40.2894810268,-50.207258296,67.861328125,-50.6456444025,68.0029296875,1044,-20.1957529137,-5.0658276864,-19.3571409106,-4.5978647687
-23.630339055,40.6110491071,-50.2127825022,67.822265625,-50.6416433811,67.9541015625,1052,-20.1982838992,-5.0619554695,-19.3554012475,-4.5934163701
-23.6213035622,40.6019810268,-50.2015430212,67.83203125,-50.642728138,67.978515625,1060,-20.1931343876,-5.0629235237,-19.355872905,-4.5956405694
-24.2228859046,40.6298828125,-50.1983625412,67.8076171875,-50.6305426359,67.94921875,1067,-20.1916772101,-5.0605033882,-19.3505745909,-4.5929715302
-23.5829712021,40.5426897321,-50.2036226034,67.8271484375,-50.6231448412,67.8955078125,1075,-20.1940871747,-5.0624394966,-19.3473579947,-4.5880782918
-24.1802321834,40.634765625,-50.2015237093,67.783203125,-50.6222283363,67.9052734375,1080,-20.1931255396,-5.0580832527,-19.346959494,-4.5889679715
-23.629848516,40.4513113839,-50.195651269,67.7880859375,-50.6240012884,67.9296875,1084,-20.1904350061,-5.0585672798,-19.347730382,-4.5911921708
-23.5006937023,40.6396484375,-50.1923300266,67.7978515625,-50.6358193159,67.9541015625,1092,-20.1889133366,-5.059535334,-19.3528689164,-4.5934163701
-23.7161908737,40.4108537946,-50.2007750511,67.783203125,-50.6411316633,67.9638671875,1099,-20.1927825323,-5.0580832527,-19.3551787502,-4.5943060498
-23.3678117705,40.3815569196,-50.1976255894,67.79296875,-50.6224700451,67.91015625,1107,-20.1913395662,-5.0590513069,-19.3470645902,-4.5894128114
-24.2057534465,40.6745256696,-50.1917495012,67.783203125,-50.6283997536,67.939453125,1113,-20.1886473614,-5.0580832527,-19.3496428555,-4.5920818505
-23.9580155998,40.4910714286,-50.1986672401,67.8173828125,-50.6396529436,67.9736328125,1120,-20.1918168118,-5.0614714424,-19.3545357959,-4.5951957295
-23.4112459617,40.3250558036,-50.2019923449,67.8125,-50.6344473839,67.9638671875,1128,-20.193340251,-5.0609874153,-19.3522723938,-4.5943060498
-23.3149791594,40.6089564732,-50.1996751308,67.822265625,-50.6384077072,68.0224609375,1136,-20.1922785898,-5.0619554695,-19.3539943612,-4.5996441281
-23.6416293642,40.5168805804,-50.198132515,67.7978515625,-50.6390659571,67.998046875,1143,-20.1915718206,-5.059535334,-19.3542805713,-4.5974199288
-24.3526544609,40.9688895089,-50.1981063843,67.802734375,-50.6344686985,67.9541015625,1149,-20.1915598485,-5.0600193611,-19.3522816615,-4.5934163701
-23.8375852389,40.8328683036,-50.1941334963,67.802734375,-50.6375697851,67.958984375,1153,-20.1897396192,-5.0600193611,-19.3536300287,-4.59386121
